First,Last,Nickname,Stance,Win,Loss,Draw,Total Fights,Weight_numeric,Height_cm
Dillon,Smith,,,0,0,0,0,170,182.88
Spencer,Hearns,,,1,0,0,1,185,180.34
Jenna,Castillo,,,1,0,0,1,125,157.48000000000002
Shingo,Kohara,,,1,0,0,1,135,167.64000000000001
Marcelo,Mello,,Southpaw,1,0,0,1,170,170.18
Sione,Latu,,,1,0,0,1,265,182.88
Mark,Robinson,White Rhino,Orthodox,1,0,0,1,265,182.88
Rulon,Gardner,,Orthodox,1,0,0,1,265,190.5
Greg,Hardy,,Orthodox,1,0,0,1,265,195.57999999999998
Cesar,Gracie,,Orthodox,0,1,0,1,181,177.8
Jason,Thacker,,Orthodox,0,1,0,1,185,177.8
Wes,Albritton,,Orthodox,0,1,0,1,188,177.8
Ron,van Clief,The Black Dragon,Orthodox,0,1,0,1,190,177.8
Asbel,Cancio,,,0,1,0,1,265,177.8
Donnie,Chappell,,Southpaw,0,1,0,1,178,180.34
Eldo Xavier,Dias,,,0,1,0,1,180,180.34
Demetrius,Gioulacos,,,0,1,0,1,185,180.34
Ernie,Verdicia,,Orthodox,0,1,0,1,199,180.34
Han Ten,Yun,,,0,1,0,1,265,180.34
Aaron,Trujillo,,,0,1,0,1,125,165.1
Kazuhisa,Watanabe,,,0,1,0,1,139,167.64000000000001
Lowell,Anderson,,Orthodox,0,1,0,1,160,167.64000000000001
Aliev,Makhmud,,Southpaw,0,1,0,1,195,167.64000000000001
Eldari,Kurtanidze,,Orthodox,0,1,0,1,265,167.64000000000001
Andy,Anderson,The Hammer,,0,1,0,1,265,167.64000000000001
Brooke,Mayo,The Bully,,0,1,0,1,125,170.18
Jong Won,Kim,,Orthodox,0,1,0,1,139,170.18
Yokthai,Sithoar,,,0,1,0,1,143,170.18
Scott,Shaffer,,Orthodox,0,1,0,1,145,170.18
Xue Do,Won,,,0,1,0,1,165,170.18
Minoki,Ichihara,,Orthodox,0,1,0,1,178,170.18
Greg,Stott,Ranger,Southpaw,0,1,0,1,265,170.18
Chris,Drumm,,,0,1,0,1,145,172.72
Raou,Raou,,Orthodox,0,1,0,1,195,172.72
Alberta Cerra,Leon,,,0,1,0,1,265,172.72
Tatsuya,Iwasaki,,Orthodox,0,1,0,1,205,175.26
Roland,Payne,,Orthodox,0,1,0,1,205,175.26
Sergey,Ignatov,,Orthodox,0,1,0,1,265,175.26
James,Toney,Lights Out,Orthodox,0,1,0,1,265,175.26
John,Campetella,,Orthodox,0,1,0,1,265,175.26
Jason,Suttie,Nobunaga,Orthodox,0,1,0,1,265,182.88
Melton,Bowen,The Punisher,Orthodox,0,1,0,1,265,182.88
Chris,Condo,,Orthodox,0,1,0,1,300,182.88
Teila,Tuli,,Orthodox,0,1,0,1,300,182.88
Rubin,Williams,Mr. Hollywood,Orthodox,0,1,0,1,185,185.42
Art,Jimmerson,,Orthodox,0,1,0,1,196,185.42
Lloyd,Van Dams,,Southpaw,0,1,0,1,265,185.42
Thomas,Ramirez,,Sideways,0,1,0,1,300,185.42
Nathan,Jones,,Orthodox,0,1,0,1,300,210.82
Raymond,Daniels,,Southpaw,0,1,0,1,185,187.96
Robert,Lucarelli,,,0,1,0,1,265,187.96
Francois,Botha,White Buffalo,Orthodox,0,1,0,1,265,187.96
Lee Kwan,Bum,,Orthodox,0,1,0,1,300,187.96
Errol,Zimmerman,The Bonecrusher,Orthodox,0,1,0,1,185,190.5
Thaddeus,Luster,,,0,1,0,1,265,190.5
Dmitri,Stepanov,,Orthodox,0,1,0,1,265,190.5
Kyle,Sturgeon,,Switch,0,1,0,1,265,190.5
Ryan,Parker,,Southpaw,0,1,0,1,265,190.5
Matt,Skelton,,Orthodox,0,1,0,1,265,190.5
Julian,Sanchez,,Orthodox,0,1,0,1,300,190.5
Yuri,Vaulin,,Southpaw,0,1,0,1,197,193.04
Scott,Fiedler,,Orthodox,0,1,0,1,265,193.04
Jose,Canseco,,Orthodox,0,1,0,1,265,193.04
Mason,Fowler,,,2,0,0,2,170,180.34
Kerry,Vera,,Orthodox,2,0,0,2,135,170.18
David,Blanco,,,2,0,0,2,145,170.18
Alex,Hunter,,Orthodox,2,0,0,2,265,175.26
Herschel,Walker,,Orthodox,2,0,0,2,265,185.42
Kennedy,Nzechukwu,African Savage,Southpaw,2,0,0,2,205,195.57999999999998
Paul,Herrera,The Bone Crusher,Orthodox,1,1,0,2,185,177.8
Dwayne,Cason,,Orthodox,1,1,0,2,265,177.8
Michael,McDonald,The Black Sniper,Orthodox,1,1,0,2,205,180.34
Tai,Bowden,,,1,1,0,2,265,180.34
Eddie,Ruiz,,Orthodox,1,1,0,2,155,170.18
Bertrand,Amoussou,,Orthodox,1,1,0,2,190,172.72
Joao Paulo,Faria,,,1,1,0,2,155,175.26
Gilles,Arsene,,Southpaw,1,1,0,2,190,175.26
Nick,Sanzo,,,1,1,0,2,190,175.26
Mark,Schultz,,Orthodox,1,1,0,2,200,175.26
Katsuaki,Furuki,,,1,1,0,2,168,182.88
Fred,Ettish,,Southpaw,1,1,0,2,180,182.88
Carlos,Zevallos,,Orthodox,1,1,0,2,205,182.88
Scott,Baker,,,1,1,0,2,265,182.88
Igor,Borisov,,Orthodox,1,1,0,2,265,182.88
Ian,Murphy,,Orthodox,1,1,0,2,185,185.42
Mike,Jackson,The Truth,Orthodox,1,1,0,2,170,187.96
Ralph,Dillon,Rage,Orthodox,0,1,1,2,205,187.96
Brian,Schwartz,,Orthodox,1,1,0,2,170,190.5
Mike,Polchlopek,Mike Barton,Orthodox,1,1,0,2,300,193.04
Jon,Hess,,,1,1,0,2,300,200.66
Israel,Delgado,,,0,2,0,2,155,177.8
Michiyoshi,Ohara,,Orthodox,0,2,0,2,205,177.8
Yuki,Ishikawa,,Orthodox,0,2,0,2,205,180.34
Steve,Judson,,Orthodox,0,2,0,2,265,180.34
Charlene,Gellner,Princess,,0,2,0,2,125,157.48000000000002
Dustin,Moore,,,0,2,0,2,125,162.56
Townsend,Saunders,,Orthodox,0,2,0,2,170,165.1
Elisha,Helsper,Knuckles,Orthodox,0,2,0,2,135,167.64000000000001
Leiticia,Pestova,,Orthodox,0,2,0,2,135,167.64000000000001
Rony,Sefo,,Orthodox,0,2,0,2,265,175.26
Marko,Damiani,,,0,2,0,2,170,182.88
Sean,Daugherty,,,0,2,0,2,175,182.88
Rainy,Martinez,,Orthodox,0,2,0,2,199,182.88
Dave,Martin,,,0,2,0,2,205,182.88
Yuji,Nagata,,Orthodox,0,2,0,2,265,182.88
Yoshiaki,Yatsu,,Orthodox,0,2,0,2,165,185.42
CM,Punk,CM Punk,Orthodox,0,2,0,2,170,185.42
Eddy,Millis,,,0,2,0,2,185,185.42
Branko,Cikatic,,Orthodox,0,2,0,2,265,185.42
Jim,Mullen,,Southpaw,0,2,0,2,265,185.42
Alexandre,Dantas,Cafe,Orthodox,0,2,0,2,265,187.96
Larry,Cureton,,Orthodox,0,2,0,2,265,187.96
Christian,Uflacker,,,3,0,0,3,170,180.34
Rhadi,Ferguson,,,3,0,0,3,205,170.18
Steve,Hadsel,,,3,0,0,3,170,172.72
Brandon,Hester,The Beast,,3,0,0,3,205,185.42
Tebaris,Gordon,Boom,,3,0,0,3,265,185.42
Juan,Adams,The Kraken,Orthodox,3,0,0,3,265,195.57999999999998
Fabian,Gonzalez,,,2,1,0,3,135,177.8
Nick,Gibbons,,,2,1,0,3,155,177.8
Scott,Morris,,Orthodox,2,1,0,3,265,177.8
Onassis,Parungao,,,2,1,0,3,200,180.34
Reza,Nasri,,Orthodox,2,1,0,3,205,180.34
Tiffany,Masters,Rainbow Renegade,Orthodox,2,1,0,3,115,160.02
Iony,Razafiarison,,,2,1,0,3,145,160.02
Miles,McDonald,,,2,1,0,3,115,170.18
Todd,Lally,,Orthodox,2,1,0,3,145,170.18
Ray,Routh,,Orthodox,2,1,0,3,185,172.72
Kelly,Velasco,Killer,Orthodox,2,1,0,3,135,175.26
Jesse,Jones,,,2,1,0,3,170,175.26
David,Avellan,,Orthodox,2,1,0,3,185,175.26
Chel,Erwin-Davis,The First Sun,,2,1,0,3,170,182.88
Johnny,Rhodes,,Orthodox,2,1,0,3,265,182.88
Steve,Nelmark,The Sandman,Orthodox,2,1,0,3,265,182.88
Ray,Sefo,Sugarfoot,Orthodox,2,1,0,3,265,182.88
Peggy,Morgan,The Daywalker,,2,1,0,3,135,185.42
Steven,Graham,,Orthodox,2,1,0,3,300,185.42
Cory,Peterson,LA Giant,Orthodox,2,1,0,3,300,210.82
Karl,Reed,No Worries,Orthodox,2,1,0,3,205,190.5
Sean,Gannon,The Cannon,Southpaw,2,1,0,3,265,190.5
Tyra,Parker,,Orthodox,1,2,0,3,115,165.1
Stephanie,Webber,,,1,2,0,3,135,167.64000000000001
AJ,Siscoe,Let's Go,,1,2,0,3,135,170.18
Masanori,Tonooka,,Orthodox,1,2,0,3,185,172.72
Valeri,Ignatov,,Orthodox,1,2,0,3,170,175.26
Andy,Waters,,,1,2,0,3,170,182.88
Jules,Bruchez,,Southpaw,1,2,0,3,205,182.88
Gokhan,Saki,The Rebel,Orthodox,1,2,0,3,205,182.88
Mike,Bencic,Batman,Orthodox,1,2,0,3,265,182.88
Gary,Frazier,,Orthodox,1,2,0,3,265,182.88
Houston,Dorr,,Orthodox,1,2,0,3,265,185.42
Bill,Duvall,,Southpaw,1,2,0,3,185,187.96
Clay,Mitchell,,,1,2,0,3,185,187.96
Tae Hyun,Lee,,Orthodox,1,2,0,3,300,198.12
Koji,Kitao,,Southpaw,1,2,0,3,300,200.66
Mitsuharu,Kitao,,,1,2,0,3,300,200.66
Emmanuel,Yarborough,,Open Stance,1,2,0,3,300,203.2
Rudyard,Moncayo,,Orthodox,0,3,0,3,195,177.8
Jack,Morrison,,,0,3,0,3,205,180.34
Javi,Alanis,,,0,3,0,3,135,167.64000000000001
Lina,Kvokov,,Orthodox,0,3,0,3,135,175.26
Craig,Oxley,,,0,3,0,3,155,175.26
Dieusel,Berto,,,0,3,0,3,200,175.26
Jin Oh,Kim,,Orthodox,0,3,0,3,205,175.26
Ken,Kaneko,,Orthodox,0,3,0,3,161,182.88
Tsuyoshi,Tamakairiki,,Orthodox,0,3,0,3,265,182.88
Courtney,Turner,,,0,3,0,3,170,187.96
Stefan,Leko,Blitz,Orthodox,0,3,0,3,265,187.96
Tom,Tuggle,The Law,Orthodox,0,3,0,3,265,187.96
Ben,Holscher,The Teacher,,4,0,0,4,155,180.34
Austin,Vanderford,AK-47,Orthodox,4,0,0,4,170,180.34
Maycee,Barber,The Future,Switch,4,0,0,4,115,165.1
Kyler,Phillips,The Matrix,Orthodox,4,0,0,4,135,172.72
Alexander,Munoz,,Switch,4,0,0,4,155,175.26
Canaan,Kawaihae,,Southpaw,4,0,0,4,145,182.88
Mitchell,Sipe,The Sniper,Orthodox,4,0,0,4,265,187.96
Dominic,Clark,,,3,1,0,4,155,177.8
Jeri,Sitzes,,,3,1,0,4,125,165.1
Paul,Creighton,,Southpaw,3,1,0,4,155,167.64000000000001
Veta,Arteaga,,,3,1,0,4,125,170.18
Julia,Budd,,,3,1,0,4,145,170.18
Andre,Pederneiras,,Orthodox,1,1,2,4,155,172.72
Johnny,Sampaio,,Orthodox,3,1,0,4,170,172.72
Jacob,Kilburn,The Killer,,3,1,0,4,145,175.26
Dan,Barrera,The Fireman,Orthodox,3,1,0,4,170,175.26
George,Zuniga,,,3,1,0,4,185,175.26
Andy,Ologun,,Orthodox,3,1,0,4,154,182.88
Dashawn,Boatwright,"Buck, the 400-pound Silverback",Orthodox,3,1,0,4,205,182.88
Bryce,Mejia,,,3,1,0,4,170,185.42
Chris,Mierzwiak,,,3,1,0,4,185,185.42
Ewerton,Teixeira,,,3,1,0,4,265,185.42
Adam,Meredith,,,3,1,0,4,170,187.96
Ralek,Gracie,,Orthodox,3,1,0,4,265,187.96
Casey,Huffman,Hellbent,,3,1,0,4,185,190.5
Elias,Urbina,,Southpaw,3,1,0,4,185,190.5
Cory,Hendricks,,,3,1,0,4,205,190.5
Hu,Yaozong,Bad Boy,Orthodox,3,1,0,4,265,190.5
Scott,Graham,,Orthodox,3,1,0,4,185,193.04
John Paul,Elias,,,3,1,0,4,205,193.04
Rafael,Carino,,Orthodox,2,1,1,4,265,203.2
Alex,Torres,Rolo,Orthodox,2,2,0,4,145,177.8
John,Polakowski,Buckets of Blood,Orthodox,2,2,0,4,155,177.8
Billy,Miles,The Kid,Orthodox,2,2,0,4,170,177.8
Joe,Moreira,,Southpaw,2,2,0,4,195,180.34
Keith,Hackney,The Giant Killer,Sideways,2,2,0,4,200,180.34
Brandon,Sene,,,2,2,0,4,205,180.34
John,Donaldson,J.T.,,2,2,0,4,145,172.72
Alex,Dunworth,,,2,2,0,4,155,172.72
Crosley,Gracie,,Orthodox,2,2,0,4,190,175.26
An Ying,Wang,Smiley,Orthodox,2,2,0,4,170,182.88
Chad,Sutton,,,2,2,0,4,185,185.42
Ricardo,Barros,,,2,2,0,4,205,185.42
Gerard,Gordeau,,Orthodox,2,2,0,4,265,195.57999999999998
Takashi,Sugiura,,Southpaw,1,3,0,4,265,180.34
Anthony,Taylor,Pretty Boy,,1,3,0,4,145,170.18
Gilbert,Rael,,,1,3,0,4,155,172.72
DeMarco,Villalona,,,1,3,0,4,185,175.26
David,Hood,,,1,3,0,4,200,182.88
Herman,Renting,,Switch,1,3,0,4,265,182.88
Greg,Nagy,,Orthodox,1,3,0,4,265,185.42
Marcus,Bossett,The Grasshopper,Orthodox,1,3,0,4,265,185.42
Harold,Howard,,Orthodox,1,3,0,4,265,187.96
David,Levicki,,,1,3,0,4,300,195.57999999999998
Yuhi,Sano,,Orthodox,0,4,0,4,265,180.34
Joe,Son,,Orthodox,0,4,0,4,265,162.56
Bu-Kyung,Jung,,Orthodox,0,4,0,4,154,170.18
Trent,Jenkins,,,0,4,0,4,185,187.96
Tony,Halme,,Orthodox,0,4,0,4,300,190.5
Osamu,Tachihikari,,Orthodox,0,4,0,4,300,195.57999999999998
Nadia,Kassem,187,Southpaw,5,0,0,5,115,165.1
Lauren,Mueller,Princess Tiger,Orthodox,5,0,0,5,125,165.1
Antonina,Shevchenko,La Pantera,Southpaw,5,0,0,5,125,172.72
Rafael,Fiziev,Ataman,,5,0,0,5,155,172.72
Bob,Cook,Crazy,Orthodox,5,0,0,5,170,175.26
Mike,Davis,Beast Boy,Orthodox,5,0,0,5,145,182.88
Chase,Hooper,The Teenage Dream,Southpaw,5,0,0,5,145,185.42
Roosevelt,Roberts,The Predator,Orthodox,5,0,0,5,155,187.96
Alton,Cunningham,The Bo-Man,Orthodox,5,0,0,5,185,187.96
Jorgen,Kruth,The Last Viking,,5,0,0,5,205,187.96
Luis,Pena,Violent Bob Ross,Southpaw,5,0,0,5,155,190.5
Bevon,Lewis,,Orthodox,5,0,0,5,185,190.5
Willie,Parks,Slick,,4,1,0,5,185,177.8
JJ,Okanovich,The Bosnian Bomber,,4,1,0,5,155,180.34
Jamie,Colleen,,Orthodox,4,1,0,5,115,160.02
JP,Buys,,Orthodox,4,1,0,5,125,167.64000000000001
Royston,Wee,,Orthodox,4,1,0,5,135,170.18
Luis,Gomez,Tiger Junior,Orthodox,4,1,0,5,145,170.18
Roberta,Rovel,Crusher,,4,1,0,5,145,172.72
James,Gray,The Phenom,Orthodox,4,1,0,5,135,175.26
Rick,Davis,The Flying Squirrel,Orthodox,3,1,1,5,155,175.26
Richie,Smullen,,Orthodox,3,1,1,5,155,175.26
Jimmy,Quinlan,Crash,Orthodox,3,1,1,5,185,182.88
Joao,Pierini,,Switch,4,1,0,5,155,185.42
Michael,Cora,Kookie Monster,Southpaw,4,1,0,5,170,185.42
Phil,Hawes,Megatron,Orthodox,4,1,0,5,185,185.42
Sokun,Koh,,,4,1,0,5,205,185.42
Kevin,Engel,The Hitman,,4,1,0,5,170,187.96
Mickey,Gall,,Switch,4,1,0,5,170,187.96
Sam,Greco,,Orthodox,3,1,1,5,205,187.96
Everett,Sims,Sexual Chocolate,Southpaw,4,1,0,5,265,195.57999999999998
Austen,Lane,,Orthodox,4,1,0,5,265,198.12
Rico,Altamirano,,,3,2,0,5,170,177.8
Royce,Alger,,Orthodox,3,2,0,5,199,177.8
Anna,Elmose,Panda,Orthodox,3,2,0,5,115,160.02
Fredy,Serrano,El Profe,Orthodox,3,2,0,5,125,160.02
Emily,Whitmire,Spitfire,,3,2,0,5,115,165.1
Shana,Dobson,Danger,,3,2,0,5,125,167.64000000000001
Vernon,Ramos,,Orthodox,3,2,0,5,170,167.64000000000001
Kelly,Faszholz,,Orthodox,3,2,0,5,135,172.72
Eric,Castile,,,3,2,0,5,145,172.72
Rocky,Lee,,Orthodox,3,2,0,5,145,175.26
Jose,Palacios,,Orthodox,3,2,0,5,145,175.26
Troy,Mandaloniz,Rude Boy,Orthodox,3,2,0,5,170,175.26
Derek,Getzel,The Pretzel,,3,2,0,5,155,182.88
Guilherme,Vasconcelos,Bomba,Orthodox,3,2,0,5,185,182.88
Fabio,Gurgel,,Orthodox,3,2,0,5,205,182.88
Jason,Glaza,,,3,2,0,5,265,182.88
Frederick,Brown,,,3,2,0,5,265,182.88
Keigo,Kunihara,,Orthodox,3,2,0,5,265,182.88
Siala,Siliga,Mighty Mo,Orthodox,3,2,0,5,300,185.42
Jerome,LeBanner,,Southpaw,3,2,0,5,265,190.5
Jesse,Fujarczyk,The Ronin,Southpaw,3,2,0,5,265,193.04
Frank,Megallon,,Southpaw,2,3,0,5,185,177.8
Steve,Jennum,,Orthodox,2,3,0,5,265,177.8
Joey,Gilbert,,Orthodox,2,3,0,5,155,180.34
Alfonso,Alcarez,,,1,3,1,5,145,160.02
Matt,Ramirez,The Machine,,2,3,0,5,125,165.1
Maria,Rios,,,2,3,0,5,125,165.1
Hussain,Rasouli,,,2,3,0,5,135,167.64000000000001
David,Rasouli,,,2,3,0,5,155,170.18
Eugenio,Tadeu,,Orthodox,2,3,0,5,160,172.72
Ivan,Cole,JP,,2,3,0,5,135,175.26
Brady,Fink,,Orthodox,2,3,0,5,183,182.88
Hong Man,Choi,Techno Goliath,Orthodox,2,3,0,5,300,218.44000000000003
Mike,Altman,,Orthodox,1,4,0,5,185,177.8
Steve,White,,,1,4,0,5,175,180.34
Sarah,Payant,Soulja,,1,4,0,5,115,162.56
Rich,Bouphanouvong,,,1,4,0,5,170,170.18
Josh,Stuart,,,1,4,0,5,160,175.26
Brandon,Michaels,,,1,4,0,5,185,175.26
Tomohiko,Hashimoto,,Orthodox,1,4,0,5,265,182.88
Todd,Butler,,Southpaw,1,4,0,5,200,185.42
Carlton,Jones,,Orthodox,1,4,0,5,265,185.42
John,Matua,,Orthodox,1,4,0,5,300,187.96
Yoshihiro,Takayama,,Orthodox,1,4,0,5,300,195.57999999999998
Gerry,Harris,,Orthodox,1,4,0,5,300,203.2
Keith,Mielke,,,0,5,0,5,185,172.72
Yosuke,Nishijima,,Orthodox,0,5,0,5,205,175.26
Montel,Jackson,Quik,Southpaw,6,0,0,6,135,177.8
Talita,Nogueira,Treta,,6,0,0,6,145,177.8
Ilima,Macfarlane,,,6,0,0,6,125,162.56
Ronaldo,Candido,Pacman,Southpaw,6,0,0,6,125,167.64000000000001
Aspen,Ladd,,Orthodox,6,0,0,6,135,167.64000000000001
Carlos,Candelario,The Cannon,Southpaw,6,0,0,6,125,172.72
Cheyden,Leialoha,Steadfast,Orthodox,6,0,0,6,135,172.72
Neiman,Gracie,,,6,0,0,6,170,182.88
Adam,Khaliev,,Orthodox,6,0,0,6,170,182.88
Anthony,Hernandez,Fluffy,Orthodox,6,0,0,6,185,182.88
Alonzo,Menifield,,Orthodox,6,0,0,6,205,182.88
Edmen,Shahbazyan,The Golden Boy,Orthodox,6,0,0,6,185,187.96
Chibwikem,Onyenegecha-Palmer,,Orthodox,6,0,0,6,185,190.5
Robert,Drysdale,,Orthodox,6,0,0,6,205,190.5
Chad,Corvin,The Brave Warrior,,6,0,0,6,265,195.57999999999998
Martin,Day,The Spartan,Orthodox,5,1,0,6,125,177.8
Nick,Pica,The Silverback,,5,1,0,6,185,177.8
Dave,Galera,Scarecrow,Orthodox,5,1,0,6,135,180.34
Sako,Chivitchian,,,5,1,0,6,155,180.34
Chris,Sanford,,Orthodox,5,1,0,6,185,180.34
Satoshi,Ishii,,Orthodox,4,1,1,6,265,180.34
Tina,Lahdemaki,Jelly Bean,Orthodox,5,1,0,6,115,157.48000000000002
Bentley,Syler,Dr. Bolivia,Orthodox,5,1,0,6,125,162.56
Travis,Calanoc,The Dark Knight,Orthodox,5,1,0,6,145,172.72
Te,Edwards,Tango,Orthodox,5,1,0,6,155,172.72
Rene,Kronvold,,Orthodox,5,1,0,6,170,172.72
Boston,Salmon,Boom Boom,Southpaw,5,1,0,6,135,175.26
James,Reese,JP,,5,1,0,6,155,175.26
Giga,Chikadze,,Orthodox,5,1,0,6,145,182.88
Eric,Wray,,Orthodox,5,1,0,6,170,182.88
Keith,Berish,Sha Bang Bang,Orthodox,5,1,0,6,205,182.88
Dennis,Bryant,The Beard,,5,1,0,6,205,185.42
Anton,Berzin,The Body Snatcher,Orthodox,5,1,0,6,205,187.96
Mike,King,,,5,1,0,6,185,190.5
Rolles,Gracie,,Orthodox,5,1,0,6,265,193.04
Shawn,Teed,,Orthodox,5,1,0,6,265,195.57999999999998
Ryan,Keenan,,,4,2,0,6,170,177.8
Chris,Herrera,The Crusher,,3,2,1,6,185,177.8
Kevin,Jackson,,Switch,4,2,0,6,199,177.8
Brad,Mitchell,,,4,2,0,6,145,180.34
Jeremy,Malaterre,,,4,2,0,6,155,180.34
Hector,Aldana,El Charro,Orthodox,4,2,0,6,170,180.34
Igor,Gracie,,,4,2,0,6,170,180.34
Sam,Spengler,The Ram,Orthodox,4,2,0,6,185,180.34
Tim,Catalfo,Obake,Orthodox,4,2,0,6,265,180.34
Scott,Ferrozzo,The Pitbull,Orthodox,4,2,0,6,300,180.34
Anthony,Do,,,4,2,0,6,125,162.56
Sijara,Eubanks,Sarj,,4,2,0,6,125,162.56
Roldan,Sangcha-an,The Executioner,Orthodox,4,2,0,6,125,162.56
Yusaku,Nakamura,,,3,2,1,6,145,165.1
Bruno,Korea,Korea,,4,2,0,6,135,167.64000000000001
Sarah,D'alelio,The Monster,,4,2,0,6,145,170.18
Shana,Olsen,Rock Solid,,4,2,0,6,145,170.18
TJ,Hepburn,The Carnivore,,4,2,0,6,155,170.18
Louis,Jauregui,,,4,2,0,6,170,170.18
Kelly,Dullanty,Psycho,Orthodox,4,2,0,6,155,172.72
Waylon,Kennell,,,4,2,0,6,185,182.88
Adam,Cella,El Naturel,,4,2,0,6,170,187.96
Brian,Houston,B-Hue,Orthodox,4,2,0,6,185,187.96
Jeff,Newton,,Sideways,4,2,0,6,205,187.96
Scott,Carson,,,4,2,0,6,265,187.96
Rex,Holman,Big Dog,Southpaw,4,2,0,6,205,190.5
Chris,de la Rocha,,Orthodox,4,2,0,6,265,190.5
Sean,O'Haire,,Orthodox,4,2,0,6,300,195.57999999999998
Don'Tale,Mayes,King Kong,Orthodox,4,2,0,6,265,198.12
Marcus,Jones,The Darkness,Orthodox,4,2,0,6,265,198.12
Horacio,Gutierrez,The Punisher,,3,3,0,6,145,177.8
Merritt,Warren,,Southpaw,3,3,0,6,155,177.8
Marcelo,Aguiar,,Orthodox,2,3,1,6,170,177.8
Matt,Arroyo,No Regard,Orthodox,3,3,0,6,170,177.8
Bubba,Pugh,,,3,3,0,6,185,177.8
Jessamyn,Duke,The Gun,,3,3,0,6,135,180.34
Marius,Enache,,,3,3,0,6,155,180.34
Cyrillo,Padilha,,,3,3,0,6,155,180.34
Charlie,Ward,Relentless,Orthodox,3,3,0,6,170,180.34
Emily,Peters Kagan,,,3,3,0,6,115,160.02
Karine,Gevorgyan,The Princess,,3,3,0,6,125,162.56
Ian,Butler,,,3,3,0,6,155,172.72
Garrett,Mueller,,,3,3,0,6,135,175.26
Wagner,Silva,Wagnao,Orthodox,3,3,0,6,170,182.88
Jorge,Interiano,,,3,3,0,6,205,185.42
Erick,Wanderlei,,Orthodox,3,3,0,6,205,185.42
Buck,Meredith,,,3,3,0,6,185,187.96
Albert,Cheng,,Orthodox,2,4,0,6,170,180.34
Bryanna,Fissori,,,2,4,0,6,145,162.56
Melchor,Manibusan,Barracuda,Southpaw,2,4,0,6,154,165.1
Marvin,Maldonado,The Bulldog,,2,4,0,6,135,167.64000000000001
Pete,Rogers Jr.,The Heat,,2,4,0,6,145,182.88
Blake,Bowman,,,2,4,0,6,170,187.96
Tadao,Yasuda,,Orthodox,2,4,0,6,300,193.04
Orlando,Wiet,The Gladiator,Southpaw,1,5,0,6,170,177.8
Yoji,Anjo,Mr. 200%,Orthodox,0,5,1,6,205,180.34
Andre,Walker,,Southpaw,1,5,0,6,205,180.34
Joey,Gomez,,Orthodox,7,0,0,7,155,177.8
Joe,Lowry,,,7,0,0,7,155,177.8
Michael,Graves,,,6,0,1,7,170,177.8
Chris,Holdsworth,Holds it Down,,7,0,0,7,135,180.34
Azamat,Murzakanov,The Professional,,7,0,0,7,205,180.34
Alexandra,Albu,Stitch,Orthodox,7,0,0,7,115,157.48000000000002
Mackenzie,Dern,,Orthodox,7,0,0,7,115,162.56
Tatiana,Suarez,,,7,0,0,7,115,165.1
Gabriel,Carrasco,,,7,0,0,7,135,167.64000000000001
Kyle,Stewart,Gunz Up,Orthodox,7,0,0,7,170,182.88
Anthony,Adams,Sugafoot,Orthodox,7,0,0,7,185,182.88
Jim,Crute,The Brute,Orthodox,7,0,0,7,205,187.96
Ryan,Hall,The Wizard,,6,1,0,7,145,177.8
Raul,Castillo,,Orthodox,6,1,0,7,185,180.34
AJ,Matthews,,,6,1,0,7,185,180.34
Cynthia,Calvillo,,Orthodox,6,1,0,7,115,162.56
Syuri,Kondo,,Orthodox,6,1,0,7,115,162.56
Amanda,Ribas,,,6,1,0,7,115,162.56
Elias,Garcia,,Southpaw,6,1,0,7,125,165.1
Adin,Duenas,,,6,1,0,7,145,167.64000000000001
Anthony,Avila,,,6,1,0,7,145,170.18
Jaime,Alvarez,,Orthodox,6,1,0,7,125,172.72
Yazan,Hajeh,Yazzle Dazzle,Orthodox,6,1,0,7,145,175.26
Thanh,Le,,Orthodox,6,1,0,7,145,175.26
Thomas,Longacre,,Orthodox,6,1,0,7,145,175.26
Sodiq,Yusuff,Super,Orthodox,6,1,0,7,145,175.26
Matt,Frevola,The Steamrolla,Orthodox,6,1,0,7,155,175.26
Ralph,Gracie,,Orthodox,6,1,0,7,183,175.26
Mike,Malott,The Main Attraction,,5,1,1,7,145,182.88
Steve,Byrnes,The Sergeant,Orthodox,6,1,0,7,170,182.88
Jesse,Finney,,,6,1,0,7,170,182.88
Joe,Merritt,Joey Slash,Orthodox,6,1,0,7,170,182.88
Karl,Roberson,Baby K,Southpaw,6,1,0,7,185,185.42
Andreas,Spang,Sweet Swede,,6,1,0,7,185,185.42
Igor,Zinoviev,Houdini,Orthodox,4,1,2,7,199,185.42
Justin,Sumter,The Fort,Southpaw,6,1,0,7,185,187.96
Marcelo,Golm,,Orthodox,6,1,0,7,265,190.5
Jared,Chaffee,,,5,2,0,7,155,177.8
Sean,Holden,,,5,2,0,7,170,177.8
Stevie,Lynch,,Orthodox,5,2,0,7,170,177.8
Michael,Byrnes,,,5,2,0,7,155,180.34
Cristina,Stanciu,Barbie,Orthodox,5,2,0,7,115,160.02
Turrell,Galloway,,,5,2,0,7,145,160.02
Chanmi,Jeon,Ottogi Girl,Orthodox,5,2,0,7,115,165.1
Nicco,Montano,,Southpaw,5,2,0,7,125,165.1
Gillian,Robertson,The Savage,,5,2,0,7,125,165.1
Ryan,Bastianelli,Relentless,,5,2,0,7,135,165.1
