First,Last,Nickname,Stance,Win,Loss,Draw,Total Fights,Weight_numeric,Height_cm
Andreas,Stahl,Real Steel,Orthodox,9,2,0,11,170,180.34
Justin,Jones,Lazybones,Orthodox,9,2,0,11,185,180.34
Kwan,Ho Kwak,,Switch,9,2,0,11,135,165.1
Andrea,Lee,KGB,Orthodox,9,2,0,11,125,167.64000000000001
Tyler,Diamond,,Orthodox,9,2,0,11,145,170.18
Joey,Gambino,The Raging Warrior,Orthodox,9,2,0,11,145,170.18
Dan,Ige,Dynamite,Orthodox,9,2,0,11,145,170.18
Dashon,Johnson,Flyboy,Orthodox,9,2,0,11,145,170.18
Mike,Wilkinson,The Warrior,,9,2,0,11,145,170.18
Wu,Yanan,Mulan,Orthodox,9,2,0,11,135,172.72
Sheymon,Moraes,,Orthodox,9,2,0,11,145,172.72
Noad,Lahat,Neo,Orthodox,9,2,0,11,145,175.26
Devin,Clark,Brown Bear,Orthodox,9,2,0,11,205,182.88
Josh,Copeland,Cuddly Bear,Orthodox,9,2,0,11,265,185.42
Lee,Murray,Lightning,Orthodox,8,2,1,11,185,190.5
Alberto,Uda,,Orthodox,9,2,0,11,185,190.5
Erick,Sanchez,,,8,3,0,11,145,177.8
Michel,Quinones,El Capo,Orthodox,8,3,0,11,155,177.8
John,Cholish,,Orthodox,8,3,0,11,155,180.34
David,Douglas,Tarzan,,8,3,0,11,155,180.34
William,Patolino,Patolino,Orthodox,8,3,0,11,170,180.34
Murad,Chunkaiev,,Orthodox,8,3,0,11,185,180.34
Nick,Garcia,Nitro,,8,3,0,11,125,162.56
Kin,Moy,Kong,,8,3,0,11,135,165.1
Brian,Davidson,,,8,3,0,11,145,167.64000000000001
Maryna,Moroz,Iron Lady,Orthodox,8,3,0,11,115,170.18
Cindy,Dandois,Battle Cat,Orthodox,8,3,0,11,135,170.18
Lina,Lansberg,Elbow Queen,Orthodox,8,3,0,11,135,170.18
Kyle,Bochniak,Crash,Orthodox,8,3,0,11,145,170.18
Alfred,Khashakyan,The Fearless,Orthodox,8,3,0,11,135,172.72
Mike,Lullo,,Orthodox,8,3,0,11,145,172.72
Joe,Brammer,The South Side Strangler,Orthodox,7,3,1,11,155,172.72
Klayton,Mai,,,8,3,0,11,125,175.26
Chance,Farrar,,Southpaw,8,3,0,11,145,175.26
Stephen,Ledbetter,,Orthodox,8,3,0,11,145,175.26
Sean,Soriano,,Orthodox,8,3,0,11,145,175.26
Megan,Anderson,,Orthodox,8,3,0,11,145,182.88
Danny,Downes,,Orthodox,8,3,0,11,155,182.88
Don,Madge,The Magic Man,,7,3,1,11,155,182.88
Garett,Whiteley,Goodnight,Orthodox,8,3,0,11,155,182.88
Jeremie,Holloway,Hit Em,,8,3,0,11,170,182.88
Chad,Leonhardt,The Boss,,8,3,0,11,170,182.88
Bubba,Bush,The Fightin' Texas Aggie,Orthodox,8,3,0,11,185,182.88
Darren,Stewart,The Dentist,Orthodox,8,3,0,11,185,182.88
Francisco,France,Kiko,,7,3,1,11,205,182.88
Michael,McBride,,Orthodox,8,3,0,11,155,185.42
Cale,Yarbrough,,Orthodox,8,3,0,11,185,185.42
David,Marshall,,,8,3,0,11,170,187.96
Andy,Enz,Lionheart,Orthodox,8,3,0,11,185,190.5
James,Bochnovic,,Orthodox,8,3,0,11,205,193.04
Luke,Barnatt,The Bigslow,Orthodox,8,3,0,11,185,198.12
Seth,Dikun,,Orthodox,7,4,0,11,135,177.8
Zak,Bucia,,,7,4,0,11,170,177.8
Cesar,Arzamendia,Goku,,7,4,0,11,155,180.34
Trey,Houston,,,7,4,0,11,185,180.34
Kiril,Sidelnikov,,,7,4,0,11,265,180.34
Paige,VanZant,12 Gauge,Orthodox,7,4,0,11,115,162.56
Ning,Guangyou,Smasher,Southpaw,6,4,1,11,145,162.56
Rafael,Rebello,Rafinha,Orthodox,7,4,0,11,135,165.1
Issei,Tamura,,Orthodox,7,4,0,11,135,165.1
Merab,Dvalishvili,,Orthodox,7,4,0,11,135,167.64000000000001
John,Cofer,The Potter,Southpaw,7,4,0,11,155,175.26
Andre,Amado,Dida,Orthodox,6,4,1,11,154,182.88
James,Wilks,Lightning,Orthodox,7,4,0,11,170,185.42
Richardson,Moreira,Rick Monstro,Orthodox,7,4,0,11,185,187.96
Steve,Steinbeiss,The Hooligan,Orthodox,7,4,0,11,185,190.5
Roberto,Traven,Spider,Orthodox,6,4,1,11,265,190.5
Chase,Gormley,,Orthodox,7,4,0,11,265,190.5
Alex,Nicholson,The Spartan,Orthodox,7,4,0,11,185,193.04
Matt,Van Buren,Gutter,,7,4,0,11,205,195.57999999999998
Gabrielle,Holloway,Gabanator,,6,5,0,11,145,160.02
Maia,Stevenson,,Orthodox,6,5,0,11,115,162.56
Won Jin,Eoh,,Orthodox,5,5,1,11,160,170.18
Makoto,Takimoto,,Southpaw,6,5,0,11,205,170.18
Pablo,Alfonso,The Hurricane,,6,5,0,11,145,172.72
Royler,Gracie,,Southpaw,5,5,1,11,150,172.72
Kaitlin,Young,,Orthodox,5,5,1,11,135,175.26
Josh,Smith,,Orthodox,6,5,0,11,155,182.88
Chad,Vance,,Orthodox,6,5,0,11,185,182.88
Shane,Primm,,Orthodox,6,5,0,11,205,190.5
Darrel,Gholar,,Orthodox,5,6,0,11,194,172.72
Pat,Benson,,,3,6,2,11,155,175.26
Mark,Hall,,Orthodox,5,6,0,11,190,182.88
Bob,Gilstrap,,Orthodox,5,6,0,11,200,190.5
Kit,Cope,Havoc,Orthodox,4,7,0,11,170,182.88
David,Dodd,,Orthodox,4,7,0,11,200,187.96
Denis,Sobolev,,Orthodox,4,7,0,11,265,190.5
Cody,Canterbury,,,1,10,0,11,155,172.72
Gregor,Gillespie,The Gift,Orthodox,12,0,0,12,155,175.26
Paulo,Costa,The Eraser,,12,0,0,12,185,185.42
Michael,Page,Venom,,12,0,0,12,170,187.96
Grant,Dawson,KGD,Switch,11,1,0,12,145,177.8
Jeremy,Kennedy,JBC,Orthodox,11,1,0,12,145,180.34
Carlo,Pedersoli,Semento,Southpaw,11,1,0,12,170,180.34
Livinha,Souza,Livinha,,11,1,0,12,115,162.56
Zoila,Frausto,Warrior Princess,Orthodox,11,1,0,12,135,162.56
Mark,Cherico,The Pride of Bloomfield,Orthodox,11,1,0,12,145,170.18
Cody,Garbrandt,No Love,Orthodox,11,1,0,12,135,172.72
Katlyn,Chookagian,Blonde Fighter,Orthodox,11,1,0,12,125,175.26
Naoki,Inoue,,Orthodox,11,1,0,12,125,175.26
Ricardo,Ramos,,Orthodox,11,1,0,12,135,175.26
Maurice,Mitchell,The AK Kid,Orthodox,11,1,0,12,145,175.26
Tom,Breese,,Southpaw,11,1,0,12,185,190.5
Lewis,Gonzalez,Lethal,Orthodox,10,2,0,12,170,177.8
Salim,Touahri,Grizzly,Orthodox,10,2,0,12,170,177.8
Alexa,Grasso,,Orthodox,10,2,0,12,115,165.1
Larissa,Pacheco,,Orthodox,10,2,0,12,135,170.18
Jadson,Costa,,Orthodox,10,2,0,12,155,170.18
Will,Ribeiro,,Orthodox,10,2,0,12,135,172.72
Joaquim,Silva,Netto BJJ,,10,2,0,12,155,172.72
Pat,Audinwood,Awesomely Awesome,Orthodox,9,2,1,12,155,182.88
Marcelo,Guimaraes,Magrao,Orthodox,9,2,1,12,185,182.88
Gabriel,Checco,Zangief,Switch,10,2,0,12,185,185.42
Philipe,Lins,Monstro,,10,2,0,12,205,187.96
Jason,Butcher,,,10,2,0,12,185,190.5
Paul,Craig,Bearjew,Orthodox,10,2,0,12,205,190.5
Raphael,Butler,The Silencer,,9,2,1,12,265,190.5
Danielle,Taylor,Dynamite,Orthodox,9,3,0,12,115,152.4
Matt,Hobar,The Crowbar,Southpaw,9,3,0,12,135,177.8
Will,Kerr,,Orthodox,9,3,0,12,155,177.8
Junior,Barata,,Orthodox,8,3,1,12,170,177.8
Justin,Patterson,The Tactician,,9,3,0,12,170,177.8
Jake,Lindsey,The Librarian,Switch,9,3,0,12,155,180.34
Nah-Shon,Burrell,The Rock n Rolla,Orthodox,9,3,0,12,170,180.34
Brock,Jardine,The Machine,Orthodox,9,3,0,12,170,180.34
Jonatas,Novaes,,,9,3,0,12,170,180.34
Papy,Abedi,Makambo,Southpaw,9,3,0,12,185,180.34
Konstantin,Erokhin,The Russian Bear,Orthodox,9,3,0,12,265,180.34
DeAnna,Bennett,Vitamin D,,8,3,1,12,125,162.56
Rose,Namajunas,Thug,Orthodox,9,3,0,12,115,165.1
Geane,Herrera,The Revolutionary,Orthodox,9,3,0,12,125,165.1
Ian,Entwistle,Enty,Orthodox,9,3,0,12,135,165.1
Julianna,Pena,The Venezuelan Vixen,,9,3,0,12,135,167.64000000000001
Marcus,Hicks,The Wrecking Ball,Southpaw,9,3,0,12,155,167.64000000000001
Chris,Kelades,The Greek Assassin,Orthodox,9,3,0,12,125,170.18
Rodrigo,de Lima,Monstro,Orthodox,8,3,1,12,155,170.18
Henry,Martinez,Sicario,Southpaw,9,3,0,12,155,170.18
Wallid,Ismail,,Orthodox,9,3,0,12,205,170.18
Mads,Burnell,,Orthodox,9,3,0,12,145,172.72
Chris,Saunders,The So Cal Kid,,9,3,0,12,155,172.72
Adam,Schindler,,,9,3,0,12,155,172.72
Kamal,Shalorus,Prince of Persia,Orthodox,7,3,2,12,155,172.72
Ryuichi,Murata,,Orthodox,8,3,1,12,183,172.72
Chris,Heatherly,Stump,Orthodox,9,3,0,12,155,175.26
Cung,Le,,Southpaw,9,3,0,12,185,175.26
Magno,Almeida,,,9,3,0,12,155,182.88
Mark,Holst,Boots,Orthodox,9,3,0,12,155,182.88
Devin,Powell,,Orthodox,9,3,0,12,155,182.88
Brandon,Halsey,Bull,,9,3,0,12,185,182.88
Yoshihiro,Nakao,Kiss,Southpaw,9,3,0,12,265,182.88
Denis,Stojnic,,Orthodox,9,3,0,12,265,182.88
Clay,Harvison,Bushwacker,,9,3,0,12,170,185.42
Caio,Magalhaes,Hellboy,Orthodox,9,3,0,12,185,185.42
Marcel,Fortuna,Maozinha,Orthodox,9,3,0,12,205,185.42
Scott,Junk,,Orthodox,8,3,1,12,265,185.42
Colin,Fletcher,The Freakshow,Orthodox,9,3,0,12,155,187.96
Nissen,Osterneck,,Orthodox,9,3,0,12,185,187.96
Antonio Braga,Neto,,Orthodox,9,3,0,12,185,190.5
Goran,Reljic,,Southpaw,9,3,0,12,205,190.5
Allen,Crowder,Pretty Boy,Orthodox,9,3,0,12,265,190.5
Todd,Duffee,,Orthodox,9,3,0,12,265,190.5
Mike,Rodriguez,Slo Mike,Southpaw,9,3,0,12,205,193.04
Philip,De Fries,,Orthodox,9,3,0,12,265,195.57999999999998
Christian,Colombo,Godzilla,Orthodox,8,3,1,12,265,195.57999999999998
Ricardo,Funch,Golden Boy,Southpaw,8,4,0,12,170,177.8
Rashad,Coulter,Daywalker,Orthodox,8,4,0,12,265,180.34
Angela,Hill,Overkill,Orthodox,8,4,0,12,115,160.02
Guido,Cannetti,Ninja,Southpaw,8,4,0,12,135,167.64000000000001
Hugo,Viana,Wolverine,Orthodox,8,4,0,12,135,167.64000000000001
Jianping,Yang,Tiger,Orthodox,7,4,1,12,145,170.18
Renee,Forte,,Orthodox,8,4,0,12,155,170.18
Richie,Hightower,The Dirty Samurai,Orthodox,8,4,0,12,170,172.72
Sidney,Outlaw,Da Gun,Orthodox,8,4,0,12,170,172.72
Irene,Aldana,,Orthodox,8,4,0,12,135,175.26
Albert,Morales,The Warrior,Orthodox,7,4,1,12,135,175.26
Mackens,Semerzier,Da Menace,Orthodox,8,4,0,12,145,175.26
Jared,Rollins,J-Roc,Orthodox,8,4,0,12,170,175.26
Bobby,Nash,Nashty,Orthodox,8,4,0,12,170,182.88
Matt,Secor,,,8,4,0,12,170,182.88
Eddie,Gordon,Truck,Orthodox,8,4,0,12,185,182.88
Damir,Mirenic,Wolf,Orthodox,8,4,0,12,185,182.88
Kyle,Bolt,,,8,4,0,12,185,187.96
Seth,Kleinbeck,Mass Destruction,,8,4,0,12,185,187.96
Zach,Underwood,,,8,4,0,12,185,187.96
Iouri,Kotchkine,,Orthodox,7,4,1,12,265,187.96
Ruan,Potts,Fangzz,Orthodox,8,4,0,12,265,187.96
Dorian,Price,,Southpaw,8,4,0,12,170,190.5
Sidney,Silva,,Southpaw,8,4,0,12,170,190.5
Matt,Dwyer,,Orthodox,8,4,0,12,170,193.04
Steve,Montgomery,The Creepy Weasel,Southpaw,8,4,0,12,185,193.04
Aaron,Wilkinson,The Daywalker,,7,5,0,12,155,177.8
Amir,Sadollah,,Orthodox,7,5,0,12,170,177.8
Marcus,Brimage,The Bama Beast,Southpaw,7,5,0,12,135,162.56
Josh,Ferguson,Taz,Orthodox,7,5,0,12,125,165.1
Jenel,Lausa,The Demolition Man,Orthodox,7,5,0,12,125,165.1
John,Albert,Prince,,7,5,0,12,135,172.72
Chris,Tickle,BadBoy,,7,5,0,12,155,175.26
Brandon,Wolff,,Orthodox,7,5,0,12,170,175.26
Josh,Thornburg,,,7,5,0,12,170,182.88
Dave,Phillips,The Rockstar,Orthodox,7,5,0,12,185,182.88
Jeremiah,Riggs,,,7,5,0,12,185,182.88
Jamelle,Jones,The Beast,Orthodox,7,5,0,12,205,182.88
Renato,Verissimo,Charuto,Orthodox,7,5,0,12,170,185.42
Brian,Camozzi,Mantis,Orthodox,7,5,0,12,170,187.96
Danny,Davis,,,6,5,1,12,170,187.96
Dave,Beneteau,Dangerous,Orthodox,6,5,1,12,265,187.96
Frank,Lester,,Orthodox,6,6,0,12,170,180.34
Ariel,Gandulla,,Orthodox,6,6,0,12,205,180.34
Dan,O'Connor,Johnny Irish,,6,6,0,12,115,162.56
Anthony,Figueroa,,Orthodox,5,6,1,12,135,162.56
Yukio,Sakaguchi,,Orthodox,6,6,0,12,185,175.26
Luke,Cummo,,Orthodox,6,6,0,12,170,182.88
Mostapha,Al-Turk,,Orthodox,6,6,0,12,265,187.96
John,Salgado,Greco,,4,7,1,12,170,177.8
Dong Sik,Yoon,,Orthodox,5,7,0,12,185,182.88
Chris,Hawk,,,4,8,0,12,205,185.42
Manny,Bermudez,The Bermudez Triangle,Orthodox,13,0,0,13,135,177.8
Pietro,Menga,The Italian Stallion,Southpaw,13,0,0,13,125,170.18
Josh,Bryant,The Beast,Orthodox,12,1,0,13,185,177.8
Claudio,Silva,Hannibal,Southpaw,12,1,0,13,170,180.34
Raoni,Barcelos,,Orthodox,12,1,0,13,145,170.18
Said,Nurmagomedov,,Orthodox,12,1,0,13,125,172.72
Paul,Jones,,Orthodox,11,1,1,13,199,175.26
Niko,Price,The Hybrid,Orthodox,12,1,0,13,170,182.88
Oskar,Piechota,Imadlo,Southpaw,11,1,1,13,185,182.88
Manny,Vazquez,,Orthodox,11,2,0,13,125,177.8
Vinc,Pichel,From Hell,Orthodox,11,2,0,13,155,177.8
James,Mulheron,The Juggernaut,Orthodox,11,2,0,13,265,177.8
Yair,Rodriguez,El Pantera,,11,2,0,13,145,180.34
Elias,Silverio,Xuxu,Orthodox,11,2,0,13,155,180.34
Nick,Barnes,,,11,2,0,13,170,180.34
Chad,Robichaux,Robo,,11,2,0,13,135,162.56
Taylor,Lapilus,Double Impact,Southpaw,11,2,0,13,135,167.64000000000001
Joao,Roque,,Orthodox,7,2,4,13,155,167.64000000000001
Filip,Pejic,Nitro,Orthodox,10,2,1,13,135,172.72
Levan,Makashvili,The Hornet,Orthodox,10,2,1,13,145,172.72
Nad,Narimani,Smiler,Orthodox,11,2,0,13,145,172.72
Billy,Evangelista,,Orthodox,11,2,0,13,155,172.72
Jordan,Parsons,Pretty Boy,,11,2,0,13,145,175.26
Scott,Holtzman,Hot Sauce,Orthodox,11,2,0,13,155,175.26
Jeremiah,Billington,,Orthodox,11,2,0,13,205,175.26
Sage,Northcutt,Super,Orthodox,11,2,0,13,170,182.88
Pawel,Pawlak,,Orthodox,11,2,0,13,170,182.88
Pascal,Krauss,Panzer,Orthodox,11,2,0,13,170,185.42
Chase,Waldon,,Orthodox,11,2,0,13,185,185.42
Antonio,Carlos Junior,Cara de Sapato,Orthodox,11,2,0,13,185,187.96
Justin,Wren,The Viking,Orthodox,11,2,0,13,265,187.96
Rob,Wilkinson,Razor,Orthodox,11,2,0,13,185,190.5
Jonathan,Wiezorek,,Southpaw,11,2,0,13,265,190.5
Shane,del Rosario,,Southpaw,11,2,0,13,265,193.04
Tecia,Torres,The Tiny Tornado,Orthodox,10,3,0,13,115,154.94
Neil,Wain,Old School,Orthodox,10,3,0,13,265,177.8
Won Sik,Park,Parky,Orthodox,9,3,1,13,154,180.34
Azamat,Gashimov,,Orthodox,10,3,0,13,125,167.64000000000001
Nick,Urso,,Southpaw,10,3,0,13,125,167.64000000000001
Cat,Zingano,Alpha,Southpaw,10,3,0,13,135,167.64000000000001
Sergio,Gomez,,Orthodox,10,3,0,13,155,167.64000000000001
Chris,Beal,Real Deal,Orthodox,10,3,0,13,125,170.18
Brian,Bowles,,Orthodox,10,3,0,13,135,170.18
Matthew,Lopez,,Southpaw,10,3,0,13,135,170.18
Bibiano,Fernandes,,Orthodox,10,3,0,13,139,170.18
Shinsho,Anzai,Animal,Orthodox,10,3,0,13,170,170.18
Austin,Springer,,Orthodox,10,3,0,13,145,172.72
Chris,Manuel,,Orthodox,8,3,2,13,135,175.26
Lando,Vannata,Groovy,Orthodox,9,3,1,13,155,175.26
Erik,Apple,,Orthodox,10,3,0,13,170,182.88
Randy,Brown,Rudeboy,Orthodox,10,3,0,13,170,190.5
Ryan,Janes,,Orthodox,10,3,0,13,185,190.5
Brandon,Davis,Killer B,Orthodox,9,4,0,13,145,177.8
Conor,Heun,Hurricane,Orthodox,9,4,0,13,155,177.8
Mike,Rio,The Wolverine,Orthodox,9,4,0,13,155,177.8
Enrique,Marin,Wasabi,,9,4,0,13,170,177.8
Cameron,Dollar,,Orthodox,9,4,0,13,155,180.34
Kevin,Gray,Pocket Herc,Orthodox,9,4,0,13,125,162.56
Alptekin,Ozkilic,The Turkish Delight,Orthodox,9,4,0,13,125,165.1
Tim,Gorman,The Psycho,Southpaw,9,4,0,13,135,165.1
Ulysses,Gomez,Useless,Orthodox,9,4,0,13,125,167.64000000000001
Montana,De La Rosa,,,9,4,0,13,125,170.18
Edwin,Figueroa,El Feroz,Orthodox,9,4,0,13,135,170.18
Roman,Salazar,El Gallito,Orthodox,9,4,0,13,135,170.18
Karen,Darabedyan,,Orthodox,9,4,0,13,155,170.18
Will,Santiago,The Brown Bomber,Orthodox,9,4,0,13,185,170.18
Mike,Chandler,,,9,4,0,13,155,172.72
Roland,Delorme,,Orthodox,9,4,0,13,135,175.26
Len,Bentley,,,9,4,0,13,155,175.26
Mike,Campbell,The Beast,Southpaw,9,4,0,13,155,175.26
Charlie,Kohler,,Orthodox,8,4,1,13,155,175.26
Mike,Ricci,The Martian,Southpaw,9,4,0,13,155,182.88
Eric,Lawson,,Orthodox,9,4,0,13,185,182.88
Cyril,Asker,Silverback,Orthodox,9,4,0,13,265,182.88
Andrew,Craig,Highlight,Orthodox,9,4,0,13,170,185.42
James,Head,,Orthodox,9,4,0,13,170,185.42
Rob,Yundt,Monster,Orthodox,9,4,0,13,185,185.42
Oli,Thompson,,Orthodox,9,4,0,13,265,185.42
Chuck,O'Neil,Cold Steel,,9,4,0,13,170,187.96
Mu Bae,Choi,,Orthodox,9,4,0,13,265,187.96
Lorenzo,Hood,The Samoan Silverback,,9,4,0,13,265,190.5
Edson,Drago,,Orthodox,9,4,0,13,265,193.04
Josh,LaBerge,,,8,5,0,13,145,177.8
Jeremy,Larsen,,Orthodox,8,5,0,13,145,177.8
Phil,Cardella,,,8,5,0,13,155,180.34
Polo,Reyes,El Toro,,8,5,0,13,155,180.34
Kaline,Medeiros,The Dark Angel,,8,5,0,13,115,160.02
Philip,Perez,,Southpaw,7,5,1,13,155,165.1
Jon,Delos Reyes,The Heat,Orthodox,8,5,0,13,125,167.64000000000001
Darren,Uyenoyama,BC,Orthodox,8,5,0,13,125,167.64000000000001
Jeimeson,Saudino,The Minion,,8,5,0,13,135,167.64000000000001
Rolando,Perez,,Orthodox,6,5,2,13,135,172.72
Gil,Castillo,,Southpaw,8,5,0,13,170,175.26
Erick,Montano,Perry,Orthodox,8,5,0,13,170,182.88
Marcelo,Brito,Jungle Boy,Orthodox,8,5,0,13,170,185.42
Charlie,Ontiveros,The American Bad Boy,,8,5,0,13,170,187.96
Alex,Serdyukov,The Russian Crusher,Orthodox,8,5,0,13,170,187.96
Jay,Silva,,Southpaw,7,5,1,13,185,187.96
Josh,Stansbury,The Sandman,,8,5,0,13,205,187.96
Mike,van Arsdale,,Switch,8,5,0,13,205,187.96
Tra,Telligman,Trauma,Orthodox,7,5,1,13,265,187.96
Christian,Wellisch,The Hungarian Nightmare,Orthodox,8,5,0,13,265,187.96
Cody,Donovan,Donnybrook,Orthodox,8,5,0,13,205,190.5
Achmed,Labasanov,,Orthodox,8,5,0,13,265,190.5
Derek,Bohi,Marshmallow,,8,5,0,13,265,193.04
Justin,Haskins,,Orthodox,7,6,0,13,170,177.8
Damien,Trites,The Omen,,7,6,0,13,165,180.34
Vik,Grujic,The Spartan,Orthodox,7,6,0,13,170,180.34
Heather Jo,Clark,Hurricane,,7,6,0,13,115,167.64000000000001
Cortney,Casey,Cast Iron,Orthodox,7,6,0,13,115,170.18
Brandon,Shuey,Big Dawg,Orthodox,7,6,0,13,155,170.18
Tito,Jones,,Southpaw,7,6,0,13,145,172.72
Dave,Terrel,The Bionic,Southpaw,7,6,0,13,170,172.72
Blas,Avena,The Disciple,Orthodox,7,6,0,13,170,182.88
Satoshi,Honma,,Orthodox,4,6,3,13,205,185.42
Steve,Cantwell,The Robot,Orthodox,7,6,0,13,185,187.96
Isaiah,Hill,,,5,7,1,13,155,177.8
Takahiro,Oba,,Southpaw,5,7,1,13,200,172.72
Charon,Spain,,,6,7,0,13,155,175.26
Kazuhiro,Hamanaka,,Southpaw,5,7,1,13,185,182.88
Matt,Kovacs,300,Orthodox,6,7,0,13,265,182.88
Eric,Bedard,Lucky Strikes,,6,7,0,13,265,187.96
David,Roberts,,Orthodox,5,8,0,13,170,185.42
Geza,Kalman,,,4,9,0,13,200,185.42
Miguel,Cosio,,,1,12,0,13,205,193.04
Deiveson,Figueiredo,Deus da Guerra,Orthodox,14,0,0,14,125,165.1
Brian,Ortega,T-City,Switch,14,0,0,14,145,172.72
Israel,Adesanya,The Last Stylebender,Switch,14,0,0,14,185,193.04
Renato,Moicano,Moicano,Orthodox,12,1,1,14,145,180.34
Ricky,Simon,,Orthodox,13,1,0,14,135,167.64000000000001
Arnold,Allen,Almighty,Southpaw,13,1,0,14,145,172.72
Mirsad,Bektic,,Orthodox,13,1,0,14,145,172.72
Alberto,Mina,Soldier of God,Orthodox,13,1,0,14,170,182.88
Kamaru,Usman,The Nigerian Nightmare,Switch,13,1,0,14,170,182.88
Darko,Stosic,,Orthodox,13,1,0,14,205,182.88
James,Vick,The Texecutioner,Orthodox,13,1,0,14,155,190.5
Steve,Bosse,The Boss,Orthodox,12,2,0,14,205,180.34
Stanislav,Nedkov,Stucky,Orthodox,12,2,0,14,205,180.34
Karolina,Kowalkiewicz,,Orthodox,12,2,0,14,115,160.02
Henry,Cejudo,The Messenger,Orthodox,12,2,0,14,125,162.56
Khalid,Taha,The Warrior,Orthodox,12,2,0,14,145,165.1
Luke,Sanders,Cool Hand,Southpaw,12,2,0,14,135,167.64000000000001
Ronda,Rousey,Rowdy,Orthodox,12,2,0,14,135,170.18
Martin,Bravo,El Toro,Southpaw,12,2,0,14,145,172.72
Francisco,Trevino,Sitkayan,Orthodox,12,2,0,14,155,175.26
Danny,Henry,The Hatchet,Orthodox,12,2,0,14,145,182.88
Alessio,Di Chirico,Manzo,Orthodox,12,2,0,14,185,182.88
Shane,Carwin,The Engineer,Orthodox,12,2,0,14,265,187.96
Liam,McGeary,,,12,2,0,14,205,198.12
Bobby,Moffett,The Wolfman,,11,3,0,14,145,177.8
Jorge,Lopez,,Orthodox,11,3,0,14,170,177.8
Louis,Taylor,BeastMode,Orthodox,11,3,0,14,185,180.34
Ray,Borg,The Tazmexican Devil,Orthodox,11,3,0,14,125,162.56
Bethe,Correia,Pitbull,Orthodox,10,3,1,14,135,165.1
Michinori,Tanaka,,Orthodox,11,3,0,14,135,165.1
Joanne,Calderwood,JoJo,,11,3,0,14,115,167.64000000000001
Joby,Sanchez,,Orthodox,11,3,0,14,125,167.64000000000001
Nick,Denis,The Ninja of Love,Orthodox,11,3,0,14,135,170.18
Yusuke,Kasuya,,Southpaw,9,3,2,14,155,170.18
Song,Yadong,The Terminator,Orthodox,11,3,0,14,135,172.72
Mark,Dickman,Tricky,,11,3,0,14,145,175.26
Jimy,Hettes,The Kid,Southpaw,11,3,0,14,145,175.26
Charles,Rosa,Boston Strong,Switch,11,3,0,14,145,175.26
Bernardo,Magalhaes,Trekko,Orthodox,11,3,0,14,155,175.26
Zachary,Micklewright,,Southpaw,11,3,0,14,155,182.88
Leonardo,Augusto Leleco,Leleco,Orthodox,11,3,0,14,185,182.88
Ricardo,Romero,,Orthodox,11,3,0,14,205,182.88
Sheldon,Westcott,,Southpaw,10,3,1,14,170,185.42
Chad,Griggs,The Grave Digger,Orthodox,11,3,0,14,205,185.42
Tony,Sylvester,,Southpaw,11,3,0,14,265,185.42
Tony,Johnson,,,11,3,0,14,265,185.42
Francis,Ngannou,The Predator,Orthodox,11,3,0,14,265,193.04
Frank,Gomez,,Orthodox,10,4,0,14,135,177.8
Thiago,Perpetuo,Bodao,Orthodox,9,4,1,14,170,177.8
Charles,Byrd,Kid Dynamite,Orthodox,10,4,0,14,185,177.8
Maki,Pitolo,Coconut Bombz,Orthodox,10,4,0,14,185,177.8
Frankie,Perez,,Orthodox,10,4,0,14,155,180.34
Jon,Tuck,Super Saiyan,Orthodox,10,4,0,14,155,180.34
Emil,Meek,Valhalla,Switch,9,4,1,14,170,180.34
Jared,Cannonier,The Killa Gorilla,Switch,10,4,0,14,205,180.34
Marion,Reneau,The Belizean Bruiser,Orthodox,9,4,1,14,135,167.64000000000001
Yana,Kunitskaya,Foxy,Orthodox,10,4,0,14,145,167.64000000000001
Fredson,Paixao,,Orthodox,10,4,0,14,145,167.64000000000001
Lauren,Murphy,Lucky,Orthodox,10,4,0,14,125,170.18
Davey,Grant,Dangerous,,10,4,0,14,135,172.72
Scott,McAfee,,Orthodox,10,4,0,14,155,172.72
Marcin,Wrzosek,The Polish Zombie,,10,4,0,14,155,175.26
Manuel,Rodriguez,Chalate,Orthodox,10,4,0,14,170,175.26
Tony,DeSouza,,Southpaw,10,4,0,14,170,182.88
Nick,Catone,The Jersey Devil,Southpaw,10,4,0,14,185,182.88
Karlos,Vemola,,Orthodox,10,4,0,14,185,182.88
Hector,Ramirez,Sick Dog,Orthodox,9,4,1,14,205,182.88
Mike,Wessel,Juggernaut,Orthodox,10,4,0,14,265,182.88
Andrew,Sanchez,El Dirte,Orthodox,10,4,0,14,185,185.42
Sam,Hoger,The Alaskan Assassin,Orthodox,10,4,0,14,205,187.96
Eliot,Marshall,Fire,Orthodox,10,4,0,14,205,187.96
Luis,Henrique,KLB,Orthodox,10,4,0,14,265,187.96
Viktor,Pesta,,Orthodox,10,4,0,14,265,190.5
Tom,Erikson,The Big Cat,Orthodox,9,4,1,14,300,190.5
Jonny,Carson,,,9,5,0,14,155,177.8
Justin,Edwards,Fast Eddy,Orthodox,9,5,0,14,155,177.8
Kevin,Burns,The Fire,Orthodox,9,5,0,14,170,177.8
Jeremy,Jackson,Scorpion,Orthodox,9,5,0,14,170,177.8
James,Moontasri,Moon Walker,Switch,9,5,0,14,170,177.8
Walel,Watson,The Gazelle,Orthodox,9,5,0,14,135,180.34
